face_width_height_ratio,eye_distance,nose_to_left_eye,nose_to_right_eye,lip_thickness,label
1.5159462416902787,34.132096331752024,37.21558813185679,41.10960958218893,17.117642886435966,African
1.2589697540489928,34.0,37.013511046643494,43.0,16.0,African
1.370321555066249,29.0,34.132096331752024,33.06055050963308,10.0,African
1.4103999458243497,33.015148038438355,40.11234224026316,40.049968789001575,18.04536101718726,African
1.2665368646799573,31.016124838541646,33.015148038438355,44.28317965096906,16.0,African
1.3383107297710013,34.0147027033899,38.2099463490856,38.2099463490856,18.04987562112089,African
1.29618567682389,31.016124838541646,33.06055050963308,33.06055050963308,17.04987562112089,African
1.3772742185189675,31.016124838541646,43.104524124504614,33.015148038438355,20.0,African
1.369157625362811,33.0,37.013511046643494,36.05551275463989,16.0,African
1.3605444061408216,34.0147027033899,37.48332962798263,35.12833614050059,13.099019513592784,African
1.3254917896843992,32.0,36.22154055254967,35.35533905932738,15.0,African
1.3066395628234073,31.0,34.132096331752024,35.05709628591621,13.06225774829855,African
1.2675240236673766,29.017236257093817,32.7566787083184,38.2099463490856,17.0,African
1.2618715000286944,28.0,33.54101966249684,35.35533905932738,14.0,African
1.2160728791029027,31.0,35.12833614050059,35.12833614050059,15.055385138137417,African
1.2858681885456453,29.0,32.38826948140329,36.345563690772494,13.0,African
1.2704544473130348,28.0,35.510561809129406,32.7566787083184,14.0,African
1.239218953246306,32.01562118716424,36.124783736376884,37.33630940518894,17.0,African
1.4577379737113252,32.01562118716424,32.2490309931942,40.11234224026316,17.071067811865476,African
1.286136029075767,26.0,28.071337695236398,37.013511046643494,18.04536101718726,African
1.2698520352067688,26.076809620810597,31.25699921617557,36.013886210738214,14.055385138137417,African
1.3100180566625292,30.01666203960727,34.23448553724738,39.0,14.0,African
1.3570466979435907,30.01666203960727,37.12142238654117,37.21558813185679,18.0,African
1.2935068037320543,30.01666203960727,35.510561809129406,35.6931365951495,13.0,African
1.3411352602654036,29.017236257093817,35.0,33.015148038438355,11.0,African
1.385109060437858,34.0,38.47076812334269,38.2099463490856,15.0,African
1.2824835844634874,30.0,37.21558813185679,34.23448553724738,17.0,African
1.306931414574441,32.01562118716424,35.510561809129406,37.21558813185679,14.0,African
1.313474061201761,31.016124838541646,38.2099463490856,33.24154027718932,13.0,African
1.2183908045977012,32.0,38.118237105091836,35.12833614050059,15.0,African
1.4411187640215466,34.058772731852805,38.63935817272331,38.118237105091836,15.138147668435636,African
1.5189701225488799,36.013886210738214,42.1070065428546,41.30375285612676,12.055385138137417,African
1.1950953050297242,28.0,34.058772731852805,33.015148038438355,12.0,African
1.1603640724511428,26.076809620810597,29.427877939124322,31.016124838541646,12.06225774829855,African
1.2991469529771695,34.058772731852805,38.3275357934736,39.6232255123179,15.082762530298218,African
1.248811652326493,30.066592756745816,32.55764119219941,38.05259518088089,12.0,African
1.2420203487140107,28.0178514522438,31.25699921617557,31.25699921617557,13.0,African
1.1626482584009,27.018512172212592,30.265491900843113,30.01666203960727,12.06225774829855,African
1.246899603291963,28.0178514522438,36.124783736376884,30.59411708155671,12.0,African
1.1970201878057074,28.160255680657446,33.54101966249684,35.014282800023196,12.06225774829855,African
1.242831183013405,28.0178514522438,32.14031735997639,34.0,9.0,African
1.2058283747725813,28.284271247461902,31.25699921617557,32.2490309931942,16.280801557483787,African
1.1765354897329876,27.018512172212592,32.2490309931942,31.016124838541646,11.16227766016838,African
1.2054328393527565,28.0178514522438,34.0147027033899,31.25699921617557,10.16227766016838,African
1.2232766903734202,30.0,30.01666203960727,35.12833614050059,12.0,African
1.4570789798009545,29.0,37.013511046643494,36.05551275463989,12.06225774829855,American
1.5361630840470681,32.0,39.20459156782532,39.11521443121589,15.082762530298218,American
1.34867302149888,25.019992006393608,33.54101966249684,31.25699921617557,11.071067811865476,American
1.420242608111121,26.019223662515376,30.805843601498726,37.33630940518894,11.071067811865476,American
1.4011615950275174,31.016124838541646,36.22154055254967,35.510561809129406,12.06225774829855,American
1.4345446736406067,29.017236257093817,36.22154055254967,32.0624390837628,14.0,American
1.2346056772705978,27.0,34.132096331752024,32.14031735997639,14.0,American
1.3100491239833103,28.0,32.7566787083184,30.59411708155671,9.0,American
1.325205025625071,28.0178514522438,30.805843601498726,31.575306807693888,9.0,American
1.32981282682886,28.071337695236398,35.22782990761707,32.0,8.261297173761164,American
1.3226747947719248,30.066592756745816,35.12833614050059,33.54101966249684,11.0,American
1.3062048092536913,29.017236257093817,37.48332962798263,33.13608305156178,9.0,American
1.2024128397974834,24.0,34.058772731852805,27.0,10.123105625617661,American
1.359789911076926,30.01666203960727,39.01281840626232,32.38826948140329,13.0,American
1.2747225582562491,29.0,33.54101966249684,34.23448553724738,7.0990195135927845,American
1.301427914832846,29.0,35.22782990761707,32.2490309931942,12.0,American
1.263085756998301,27.0,34.23448553724738,31.400636936215164,10.0,American
1.353376673858263,30.01666203960727,36.345563690772494,35.05709628591621,9.0,American
1.3616590087850722,28.0178514522438,33.37663853655727,36.22154055254967,10.123105625617661,American
1.4440570756642845,30.01666203960727,34.23448553724738,34.23448553724738,7.0,American
1.2765021793397335,26.0,32.38826948140329,30.4138126514911,8.099019513592784,American
1.3128517686840981,26.076809620810597,31.400636936215164,32.0,16.04987562112089,American
1.2309441603570508,25.019992006393608,31.575306807693888,30.265491900843113,10.082762530298218,American
1.3113973815245044,28.071337695236398,32.2490309931942,32.01562118716424,11.071067811865476,American
1.2381524712046226,29.0,31.144823004794873,33.24154027718932,10.0,American
1.2913855460564667,25.0,31.400636936215164,32.0624390837628,8.082762530298218,American
1.2778990921326647,26.019223662515376,32.2490309931942,29.154759474226502,10.0,American
1.2855703862995256,26.0,34.132096331752024,29.154759474226502,11.0,American
1.3128517686840981,29.154759474226502,32.55764119219941,34.0147027033899,15.0,American
1.407354306657762,28.0178514522438,34.52535300326414,34.23448553724738,11.071067811865476,American
1.3403230521683451,32.01562118716424,39.45883931389772,35.510561809129406,9.0,American
1.332536917134849,28.0178514522438,34.058772731852805,34.23448553724738,12.0,American
1.276786067295949,26.076809620810597,32.2490309931942,32.0624390837628,13.06225774829855,American
1.3904578354867536,27.0,31.144823004794873,33.24154027718932,11.0,American
1.1712603893852684,23.08679276123039,33.734255586866,24.020824298928627,9.082762530298218,American
1.3626789971768405,31.016124838541646,37.05401462729781,37.33630940518894,14.0,American
1.3008829819450896,28.0,32.0624390837628,32.14031735997639,11.082762530298218,American
1.4387165741020576,36.013886210738214,42.42640687119285,43.289721643826724,18.0,American
1.4483680258359155,35.014282800023196,41.43669871020132,41.048751503547585,8.16227766016838,American
1.397331207256576,34.0147027033899,40.311288741492746,38.118237105091836,10.0,American
1.4818664290720192,38.05259518088089,42.579337712087536,46.010868281309364,10.071067811865476,American
1.2248736495709462,32.01562118716424,36.345563690772494,36.124783736376884,7.0,American
1.5291834391595878,35.014282800023196,42.190046219457976,40.01249804748511,13.0,American
1.445117992785328,35.12833614050059,41.43669871020132,41.0,11.0,American
1.3554718870337,31.0,38.0,37.0,13.0,American
1.4563402296822252,36.013886210738214,36.0,41.048751503547585,10.082762530298218,American
1.3167410096856589,35.014282800023196,40.311288741492746,40.19950248448356,13.055385138137417,American
1.2462910491977164,30.066592756745816,36.013886210738214,33.54101966249684,11.16227766016838,American
1.4045393251236185,37.013511046643494,41.10960958218893,39.0,8.0,American
1.4178341379517916,30.01666203960727,37.05401462729781,37.21558813185679,14.055385138137417,American
1.3609647869016415,30.066592756745816,26.30589287593181,35.05709628591621,7.23606797749979,American
1.3017216666265947,31.016124838541646,35.510561809129406,38.2099463490856,9.23606797749979,American
1.5059629903493268,35.014282800023196,38.3275357934736,36.124783736376884,7.123105625617661,American
1.4937366211226935,34.0,41.19465984809196,38.47076812334269,12.0,American
1.4103715327537005,35.0,40.0,41.0,14.055385138137417,American
1.2396612125600406,28.442925306655784,42.190046219457976,25.709920264364882,11.403215514898179,American
1.1587071374956104,25.019992006393608,31.25699921617557,30.01666203960727,10.0,Arabic
1.1955755506593422,23.0,31.144823004794873,29.154759474226502,12.0,Arabic
1.1531812475146208,28.0,33.24154027718932,33.13608305156178,10.0,Arabic
1.2563343371437778,25.019992006393608,33.24154027718932,31.064449134018133,11.0,Arabic
1.2620399329675367,27.018512172212592,30.265491900843113,35.05709628591621,12.123105625617661,Arabic
1.188293533808608,28.0,34.23448553724738,32.2490309931942,15.0,Arabic
1.2380952380952381,28.0,36.345563690772494,33.37663853655727,14.082762530298218,Arabic
1.217579269218075,27.073972741361768,34.0147027033899,30.59411708155671,11.0,Arabic
1.1494252873563218,24.020824298928627,30.4138126514911,30.59411708155671,10.16227766016838,Arabic
1.340518319945555,30.066592756745816,36.345563690772494,37.013511046643494,17.08276253029822,Arabic
1.2260741373865904,24.020824298928627,31.400636936215164,30.14962686336267,11.071067811865476,Arabic
1.1049446198007407,27.018512172212592,33.24154027718932,31.575306807693888,15.0,Arabic
1.2048795165663404,27.0,32.55764119219941,30.59411708155671,11.0,Arabic
1.2211470017978998,26.0,35.12833614050059,33.37663853655727,12.0,Arabic
1.216581415268437,24.020824298928627,26.1725046566048,34.0147027033899,9.0,Arabic
1.29252860786147,26.019223662515376,35.22782990761707,29.068883707497267,11.071067811865476,Arabic
1.1365042366104194,25.019992006393608,28.284271247461902,30.59411708155671,12.0,Arabic
1.153701300660322,26.0,30.01666203960727,30.14962686336267,11.16227766016838,Arabic
1.2197560731756085,28.0,33.54101966249684,33.54101966249684,16.0,Arabic
1.1710526315789473,24.020824298928627,31.25699921617557,31.144823004794873,17.0,Arabic
1.1881530718365316,31.0,36.22154055254967,33.13608305156178,13.0,Arabic
1.233707549118112,27.018512172212592,31.016124838541646,40.049968789001575,11.0,Arabic
1.3273064756745,26.0,32.55764119219941,32.01562118716424,11.071067811865476,Arabic
1.2202433867982991,28.0,33.54101966249684,31.400636936215164,16.04987562112089,Arabic
1.2163117704734143,30.0,33.24154027718932,33.24154027718932,13.06225774829855,Arabic
1.1853471618798757,27.073972741361768,30.4138126514911,32.01562118716424,14.0,Arabic
1.2469725308383401,29.0,35.05709628591621,35.014282800023196,11.0,Arabic
1.3133082778246317,25.079872407968907,33.24154027718932,31.016124838541646,9.0,Arabic
1.2219022199501604,30.066592756745816,35.6931365951495,35.12833614050059,14.055385138137417,Arabic
1.1807843603375052,23.0,29.274562336608895,29.274562336608895,11.0,Arabic
1.1953708053505214,28.0178514522438,36.22154055254967,28.442925306655784,12.0,Arabic
1.1951897521159847,28.160255680657446,31.78049716414141,35.014282800023196,10.071067811865476,Arabic
1.1950154104250659,25.0,31.144823004794873,30.14962686336267,12.0,Arabic
1.2489153548124954,25.495097567963924,34.20526275297414,29.154759474226502,11.194173437483137,Arabic
1.2155249605473546,22.02271554554524,27.16615541441225,29.0,9.0,Arabic
1.246182636923281,25.179356624028344,33.015148038438355,29.832867780352597,9.245040190466598,Arabic
1.175265927354316,23.021728866442675,27.294688127912362,30.265491900843113,9.0,Arabic
1.12519635532927,25.079872407968907,32.14031735997639,30.805843601498726,8.082762530298218,Arabic
1.2697707841879313,28.071337695236398,32.0,33.37663853655727,8.0,Arabic
1.2052738488817627,24.0,30.14962686336267,35.12833614050059,11.123105625617661,Arabic
1.1713991552733123,27.073972741361768,30.0,31.144823004794873,13.0,Arabic
1.2208956104883362,24.020824298928627,28.442925306655784,33.06055050963308,9.082762530298218,Arabic
1.1785714285714286,27.0,33.37663853655727,31.78049716414141,11.0,Arabic
1.258259963829921,32.01562118716424,34.36568055487916,36.05551275463989,8.0,Arabic
1.2606732157771752,22.0,28.0,25.0,11.0,Arabic
1.2049259263756158,26.076809620810597,30.265491900843113,32.01562118716424,10.0,Arabic
1.1451488749112724,26.0,29.068883707497267,31.25699921617557,7.0,Arabic
1.2392613305343172,29.154759474226502,35.35533905932738,43.382023926967726,13.161277261891334,Arabic
1.2219833236354918,26.019223662515376,42.190046219457976,26.019223662515376,7.0,Arabic
1.276214843767125,25.079872407968907,31.400636936215164,31.016124838541646,11.0,Arabic
1.1312332234350508,26.019223662515376,29.0,29.154759474226502,8.0,Arabic
1.3731482261818275,28.0178514522438,34.36568055487916,33.24154027718932,9.082762530298218,Austrilian
1.3731482261818275,28.0178514522438,34.36568055487916,33.24154027718932,9.082762530298218,Austrilian
1.2676531246537612,27.16615541441225,33.734255586866,29.017236257093817,11.071067811865476,Austrilian
1.2676531246537612,27.16615541441225,33.734255586866,29.017236257093817,11.071067811865476,Austrilian
1.3413828530578094,29.0,35.35533905932738,31.400636936215164,11.123105625617661,Austrilian
1.3413828530578094,29.0,35.35533905932738,31.400636936215164,11.123105625617661,Austrilian
1.2478600558836817,27.018512172212592,34.0147027033899,31.0,11.0,Austrilian
1.2478600558836817,27.018512172212592,34.0147027033899,31.0,11.0,Austrilian
1.2999672400988442,29.0,31.575306807693888,41.593268686170845,9.0,Austrilian
1.2999672400988442,29.0,31.575306807693888,41.593268686170845,9.0,Austrilian
1.2873225981075662,28.0,34.132096331752024,34.132096331752024,8.0,Austrilian
1.2873225981075662,28.0,34.132096331752024,34.132096331752024,8.0,Austrilian
1.2810220482397294,28.071337695236398,33.13608305156178,29.017236257093817,9.0,Austrilian
1.2810220482397294,28.071337695236398,33.13608305156178,29.017236257093817,9.0,Austrilian
1.4229562081433897,30.01666203960727,33.24154027718932,38.01315561749642,11.0,Austrilian
1.4229562081433897,30.01666203960727,33.24154027718932,38.01315561749642,11.0,Austrilian
1.1859538298291745,26.019223662515376,32.0624390837628,29.017236257093817,11.06225774829855,Austrilian
1.1859538298291745,26.019223662515376,32.0624390837628,29.017236257093817,11.06225774829855,Austrilian
1.2528244052755961,25.019992006393608,33.015148038438355,29.154759474226502,12.0,Austrilian
1.2528244052755961,25.019992006393608,33.015148038438355,29.154759474226502,12.0,Austrilian
1.292364846532017,27.0,33.37663853655727,34.132096331752024,10.0,Austrilian
1.292364846532017,27.0,33.37663853655727,34.132096331752024,10.0,Austrilian
1.3095651630205558,25.019992006393608,31.064449134018133,26.019223662515376,7.0,Austrilian
1.3095651630205558,25.019992006393608,31.064449134018133,26.019223662515376,7.0,Austrilian
1.3725100304856732,31.0,37.33630940518894,35.35533905932738,13.0,Austrilian
1.3725100304856732,31.0,37.33630940518894,35.35533905932738,13.0,Austrilian
1.3408123574079176,31.064449134018133,42.01190307520001,33.734255586866,9.099019513592784,Austrilian
1.3408123574079176,31.064449134018133,42.01190307520001,33.734255586866,9.099019513592784,Austrilian
1.3058449792685904,28.0,34.132096331752024,33.24154027718932,13.0,Austrilian
1.3058449792685904,28.0,34.132096331752024,33.24154027718932,13.0,Austrilian
1.2350083152764793,26.019223662515376,33.015148038438355,30.01666203960727,11.0,Austrilian
1.2350083152764793,26.019223662515376,33.015148038438355,30.01666203960727,11.0,Austrilian
1.3693308672956608,28.284271247461902,32.202484376209235,41.30375285612676,13.153830342163694,Austrilian
1.3693308672956608,28.284271247461902,32.202484376209235,41.30375285612676,13.153830342163694,Austrilian
1.2357590621970553,27.294688127912362,29.274562336608895,33.13608305156178,11.194173437483137,Austrilian
1.2357590621970553,27.294688127912362,29.274562336608895,33.13608305156178,11.194173437483137,Austrilian
1.2174948349528063,26.0,32.38826948140329,30.805843601498726,10.071067811865476,Austrilian
1.2174948349528063,26.0,32.38826948140329,30.805843601498726,10.071067811865476,Austrilian
1.1011114166746845,26.019223662515376,32.7566787083184,30.4138126514911,10.20586815591588,Austrilian
1.1011114166746845,26.019223662515376,32.7566787083184,30.4138126514911,10.20586815591588,Austrilian
1.3315915214810556,28.0,30.066592756745816,38.118237105091836,9.123105625617661,Austrilian
1.3315915214810556,28.0,30.066592756745816,38.118237105091836,9.123105625617661,Austrilian
1.3052815872897992,28.0178514522438,32.984845004941285,33.54101966249684,9.0,Austrilian
1.3052815872897992,28.0178514522438,32.984845004941285,33.54101966249684,9.0,Austrilian
1.309929432970874,30.265491900843113,28.861739379323623,38.05259518088089,11.071067811865476,Austrilian
1.309929432970874,30.265491900843113,28.861739379323623,38.05259518088089,11.071067811865476,Austrilian
1.4034076201039207,30.01666203960727,35.014282800023196,35.05709628591621,8.099019513592784,Austrilian
1.4034076201039207,30.01666203960727,35.014282800023196,35.05709628591621,8.099019513592784,Austrilian
1.3762061751421792,30.01666203960727,35.35533905932738,35.014282800023196,10.20586815591588,Austrilian
1.3762061751421792,30.01666203960727,35.35533905932738,35.014282800023196,10.20586815591588,Austrilian
1.2940815691704903,29.017236257093817,29.120439557122072,37.48332962798263,13.0,Austrilian
1.2940815691704903,29.017236257093817,29.120439557122072,37.48332962798263,13.0,Austrilian
1.30222053655969,28.0178514522438,35.12833614050059,31.016124838541646,12.06225774829855,Austrilian
1.30222053655969,28.0178514522438,35.12833614050059,31.016124838541646,12.06225774829855,Austrilian
1.3099860107712178,29.017236257093817,33.0,33.13608305156178,7.335087491092574,Austrilian
1.3099860107712178,29.017236257093817,33.0,33.13608305156178,7.335087491092574,Austrilian
1.4460933064540806,32.0624390837628,44.04543109109048,32.14031735997639,12.0,Austrilian
1.4460933064540806,32.0624390837628,44.04543109109048,32.14031735997639,12.0,Austrilian
1.4043046311138345,30.066592756745816,33.13608305156178,35.510561809129406,9.123105625617661,Austrilian
1.4043046311138345,30.066592756745816,33.13608305156178,35.510561809129406,9.123105625617661,Austrilian
1.357610911734965,29.0,33.06055050963308,34.058772731852805,9.0,Austrilian
1.357610911734965,29.0,33.06055050963308,34.058772731852805,9.0,Austrilian
